dgp,n,lag,rep,causal,method,stat,pvalue,reject,elapsed
S1,500,1,55,False,nhkj,1.7312226008543978,0.041706034921185735,True,0.09268239999801153
S1,500,1,57,False,drgc,0.4718234215865417,0.6052104208416834,False,4.535355300002266
S1,500,1,57,False,drgc_naive,0.37426389374397057,0.9919839679358717,False,1.045124999996915
S1,500,1,57,False,nhkj,0.6199626818154287,0.2676411781589027,False,0.09159279999585124
S1,500,1,60,False,drgc,1.6098666758241074,0.004008016032064128,True,4.5579155000014
S1,500,1,60,False,drgc_naive,1.4261134065292924,0.15831663326653306,False,1.038978299999144
S1,500,1,60,False,nhkj,1.8939711940843584,0.02911441674692249,True,0.09512080000422429
S1,500,1,58,False,drgc,0.4579047199057612,0.749498997995992,False,4.606849499999953
S1,500,1,58,False,drgc_naive,0.47413919431880264,0.9539078156312625,False,1.04411170000094
S1,500,1,58,False,nhkj,-0.010983225906085574,0.5043815850962786,False,0.09393999999883818
S1,500,1,59,False,drgc,0.5982440682957827,0.5731462925851704,False,4.603874599997653
S1,500,1,59,False,drgc_naive,0.4716992150507259,0.9659318637274549,False,1.050362199996016
S1,500,1,59,False,nhkj,0.7067527351986935,0.23986007573223533,False,0.09369450000667712
S1,500,1,61,False,drgc,1.0094696969498438,0.16633266533066132,False,4.62344490000396
S1,500,1,61,False,drgc_naive,1.1773208583596502,0.3366733466933868,False,1.0504215999972075
S1,500,1,61,False,nhkj,1.8059604793469313,0.03546225648355782,True,0.09561099999700673
S1,500,1,64,False,drgc,0.8770115994867295,0.3046092184368738,False,4.609744800000044
S1,500,1,64,False,drgc_naive,0.8473377560583987,0.6893787575150301,False,1.0584665999995195
S1,500,1,64,False,nhkj,0.8177535815790243,0.206748954081733,False,0.09388839999883203
S1,500,1,63,False,drgc,0.7052240204110559,0.42685370741482964,False,4.633048900002905
S1,500,1,63,False,drgc_naive,0.7954764687440724,0.7715430861723447,False,1.0720240000009653
S1,500,1,63,False,nhkj,0.635037569169128,0.26270195633718935,False,0.09212510000361362
S1,500,1,62,False,drgc,0.9033036818102897,0.250501002004008,False,4.679021299998567
S1,500,1,62,False,drgc_naive,0.8845277289232883,0.6713426853707415,False,1.0694421999942278
S1,500,1,62,False,nhkj,1.9121081909971485,0.02793115923020236,True,0.09911109999666223
S1,500,1,65,False,drgc,1.2710889253229334,0.04408817635270541,True,4.43625360000442
S1,500,1,65,False,drgc_naive,1.0843323583736533,0.43687374749499,False,1.1082903999995324
S1,500,1,65,False,nhkj,0.857419135422089,0.19560664383398196,False,0.10486829999717884
S1,500,1,66,False,drgc,0.5500605410205436,0.6212424849699398,False,5.291622400000051
S1,500,1,66,False,drgc_naive,0.5379369836754072,0.9398797595190381,False,1.187175600003684
S1,500,1,66,False,nhkj,-0.30371085612917154,0.6193259067658926,False,0.1016407999995863
S1,500,1,67,False,drgc,0.7047650191316203,0.40480961923847697,False,5.386668000006466
S1,500,1,67,False,drgc_naive,0.9995830420270446,0.5070140280561122,False,1.1831728000033763
S1,500,1,67,False,nhkj,0.6988422029374182,0.24232532536975815,False,0.10577940000075614
